country,league,home_team,away_team,date,season,home_team_goal,away_team_goal
Portugal,Portugal Liga ZON Sagres,CD Nacional,FC Porto,2012-03-16 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Rio Ave FC,2012-03-17 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,CS Marítimo,2012-03-18 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,CD Nacional,2012-03-25 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Gil Vicente FC,2012-03-26 00:00:00,2011/2012,3,2
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,SL Benfica,2012-03-23 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,FC Porto,2012-03-25 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Vitória Guimarães,2012-03-25 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Académica de Coimbra,2012-03-26 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,Feirense,2012-03-24 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,"União de Leiria, SAD",2012-03-25 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,CS Marítimo,2012-03-30 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,SC Braga,2012-03-31 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,FC Porto,S.C. Olhanense,2012-03-31 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Feirense,SC Beira Mar,2012-04-01 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Vitória Setúbal,2012-04-01 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,FC Paços de Ferreira,2012-04-01 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Rio Ave FC,2012-04-01 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Sporting CP,2012-04-01 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Académica de Coimbra,2012-04-06 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,CD Nacional,2012-04-07 00:00:00,2011/2012,2,4
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,FC Paços de Ferreira,2012-04-07 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Feirense,2012-04-07 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,SC Braga,FC Porto,2012-04-07 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,SL Benfica,2012-04-09 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Gil Vicente FC,2012-04-06 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Vitória Guimarães,2012-04-06 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,S.C. Olhanense,2012-04-23 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,CS Marítimo,2012-04-21 00:00:00,2011/2012,4,1
Portugal,Portugal Liga ZON Sagres,FC Porto,SC Beira Mar,2012-04-21 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,Feirense,Vitória Setúbal,2012-04-22 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Rio Ave FC,2012-04-22 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,"União de Leiria, SAD",2012-04-21 00:00:00,2011/2012,3,2
Portugal,Portugal Liga ZON Sagres,CD Nacional,Sporting CP,2012-04-22 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,SC Braga,2012-04-20 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,FC Paços de Ferreira,2012-04-29 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Vitória Guimarães,2012-04-28 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,FC Porto,2012-04-28 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,SL Benfica,2012-04-29 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,SC Braga,S.C. Olhanense,2012-04-27 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Sporting CP,Académica de Coimbra,2012-04-30 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Feirense,2012-04-29 00:00:00,2011/2012,0,4
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,CD Nacional,2012-04-29 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Vitória Setúbal,2012-05-05 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,"União de Leiria, SAD",2012-05-05 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,FC Porto,Sporting CP,2012-05-05 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Feirense,Vitória Guimarães,2012-05-05 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,CD Nacional,Gil Vicente FC,2012-05-05 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,CS Marítimo,2012-05-05 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Rio Ave FC,2012-05-05 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,SC Braga,SC Beira Mar,2012-05-05 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Feirense,FC Paços de Ferreira,2011-08-28 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Académica de Coimbra,2011-08-27 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,SC Beira Mar,2011-08-28 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,CD Nacional,SL Benfica,2011-08-29 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,S.C. Olhanense,2011-08-28 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,CS Marítimo,2011-08-28 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",FC Porto,2011-09-06 00:00:00,2011/2012,2,5
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,SC Braga,2011-08-29 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,S.C. Olhanense,2012-05-12 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Feirense,2012-05-12 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Académica de Coimbra,2012-05-12 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,CS Marítimo,FC Paços de Ferreira,2012-05-12 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,FC Porto,2012-05-12 00:00:00,2011/2012,2,5
Portugal,Portugal Liga ZON Sagres,Sporting CP,SC Braga,2012-05-12 00:00:00,2011/2012,3,2
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",CD Nacional,2012-05-12 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,SL Benfica,2012-05-12 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,CD Nacional,2011-09-12 00:00:00,2011/2012,4,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,"União de Leiria, SAD",2011-09-11 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,Vitória Guimarães,2011-09-10 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Vitória Setúbal,2011-09-09 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Rio Ave FC,2011-09-11 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Feirense,2011-09-11 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Sporting CP,2011-09-10 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,SC Braga,Gil Vicente FC,2011-09-11 00:00:00,2011/2012,3,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,Académica de Coimbra,2011-09-18 00:00:00,2011/2012,4,1
Portugal,Portugal Liga ZON Sagres,Feirense,FC Porto,2011-09-18 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,S.C. Olhanense,2011-09-16 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,SC Braga,2011-09-19 00:00:00,2011/2012,1,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,FC Paços de Ferreira,2011-09-17 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Sporting CP,2011-09-19 00:00:00,2011/2012,2,3
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",CS Marítimo,2011-09-18 00:00:00,2011/2012,1,3
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,SC Beira Mar,2011-09-18 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Feirense,2011-09-26 00:00:00,2011/2012,4,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Rio Ave FC,2011-09-25 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,FC Porto,SL Benfica,2011-09-23 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Vitória Guimarães,2011-09-25 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,"União de Leiria, SAD",2011-09-25 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Gil Vicente FC,2011-09-25 00:00:00,2011/2012,1,2
Portugal,Portugal Liga ZON Sagres,SC Braga,CD Nacional,2011-09-24 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,Vitória Setúbal,2011-09-24 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,FC Porto,2011-10-02 00:00:00,2011/2012,0,3
Portugal,Portugal Liga ZON Sagres,SL Benfica,FC Paços de Ferreira,2011-10-01 00:00:00,2011/2012,4,1
Portugal,Portugal Liga ZON Sagres,Feirense,CS Marítimo,2011-10-02 00:00:00,2011/2012,2,2
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,SC Beira Mar,2011-10-03 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Sporting CP,2011-10-02 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,S.C. Olhanense,2011-10-02 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",SC Braga,2011-10-02 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Rio Ave FC,2011-09-30 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,SL Benfica,2011-10-22 00:00:00,2011/2012,0,1
Portugal,Portugal Liga ZON Sagres,FC Porto,CD Nacional,2011-10-23 00:00:00,2011/2012,5,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Vitória Setúbal,2011-10-23 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Vitória Guimarães,2011-10-22 00:00:00,2011/2012,1,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Académica de Coimbra,2011-10-21 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,"União de Leiria, SAD",2011-10-23 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,SC Braga,Feirense,2011-10-23 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,Gil Vicente FC,2011-10-24 00:00:00,2011/2012,6,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,SC Braga,2011-10-29 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,S.C. Olhanense,2011-10-29 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,FC Porto,FC Paços de Ferreira,2011-10-28 00:00:00,2011/2012,3,0
Portugal,Portugal Liga ZON Sagres,Feirense,Sporting CP,2011-10-30 00:00:00,2011/2012,0,2
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,CS Marítimo,2011-11-01 00:00:00,2011/2012,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Rio Ave FC,2011-10-30 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,SC Beira Mar,2011-10-30 00:00:00,2011/2012,2,1
Portugal,Portugal Liga ZON Sagres,"União de Leiria, SAD",Vitória Setúbal,2011-10-30 00:00:00,2011/2012,2,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,CS Marítimo,2012-08-18 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Vitória Setúbal,2012-08-19 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,SL Benfica,SC Braga,2012-08-18 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Moreirense FC,2012-08-19 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Académica de Coimbra,2012-08-20 00:00:00,2012/2013,3,3
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Estoril Praia,2012-08-17 00:00:00,2012/2013,2,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Sporting CP,2012-08-19 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,FC Porto,2012-08-19 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Rio Ave FC,2012-11-25 00:00:00,2012/2013,3,5
Portugal,Portugal Liga ZON Sagres,CD Nacional,Estoril Praia,2012-11-25 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,S.C. Olhanense,2012-11-24 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Vitória Guimarães,2012-11-23 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,CS Marítimo,2012-11-27 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Gil Vicente FC,2012-11-25 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,SC Braga,FC Porto,2012-11-25 00:00:00,2012/2013,0,2
Portugal,Portugal Liga ZON Sagres,Moreirense FC,Sporting CP,2012-11-26 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,FC Paços de Ferreira,2012-12-09 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,CS Marítimo,CD Nacional,2012-12-09 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,SL Benfica,2012-12-10 00:00:00,2012/2013,1,3
Portugal,Portugal Liga ZON Sagres,Estoril Praia,Vitória Setúbal,2012-12-07 00:00:00,2012/2013,3,0
Portugal,Portugal Liga ZON Sagres,FC Porto,Moreirense FC,2012-12-08 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,SC Braga,2012-12-10 00:00:00,2012/2013,1,4
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,S.C. Olhanense,2012-12-09 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,SC Beira Mar,2012-12-09 00:00:00,2012/2013,1,2
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,FC Porto,2013-01-23 00:00:00,2012/2013,0,3
Portugal,Portugal Liga ZON Sagres,CD Nacional,Sporting CP,2012-12-15 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,CS Marítimo,2012-12-15 00:00:00,2012/2013,4,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Vitória Guimarães,2012-12-16 00:00:00,2012/2013,2,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Rio Ave FC,2012-12-15 00:00:00,2012/2013,3,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Gil Vicente FC,2012-12-15 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,SC Braga,Estoril Praia,2012-12-16 00:00:00,2012/2013,3,0
Portugal,Portugal Liga ZON Sagres,Moreirense FC,Académica de Coimbra,2012-12-16 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,S.C. Olhanense,2013-01-05 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,SC Beira Mar,2013-01-06 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,Sporting CP,FC Paços de Ferreira,2013-01-05 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,Estoril Praia,SL Benfica,2013-01-06 00:00:00,2012/2013,1,3
Portugal,Portugal Liga ZON Sagres,FC Porto,CD Nacional,2013-01-05 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Vitória Setúbal,2013-01-05 00:00:00,2012/2013,4,2
Portugal,Portugal Liga ZON Sagres,SC Braga,Moreirense FC,2013-01-06 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Vitória Guimarães,2013-01-05 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Moreirense FC,2013-01-13 00:00:00,2012/2013,5,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,SC Braga,2013-01-12 00:00:00,2012/2013,3,2
Portugal,Portugal Liga ZON Sagres,SL Benfica,FC Porto,2013-01-13 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Académica de Coimbra,2013-01-13 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,Estoril Praia,2013-01-14 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Sporting CP,2013-01-13 00:00:00,2012/2013,0,2
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,CS Marítimo,2013-01-12 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Rio Ave FC,2013-01-13 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Vitória Guimarães,2013-01-20 00:00:00,2012/2013,1,3
Portugal,Portugal Liga ZON Sagres,CS Marítimo,S.C. Olhanense,2013-01-20 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,SC Beira Mar,2013-01-18 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Estoril Praia,Gil Vicente FC,2013-01-20 00:00:00,2012/2013,1,2
Portugal,Portugal Liga ZON Sagres,FC Porto,FC Paços de Ferreira,2013-01-19 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,CD Nacional,2013-01-21 00:00:00,2012/2013,2,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Vitória Setúbal,2013-01-20 00:00:00,2012/2013,4,1
Portugal,Portugal Liga ZON Sagres,Moreirense FC,SL Benfica,2013-01-21 00:00:00,2012/2013,0,2
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Rio Ave FC,2013-01-27 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,CD Nacional,2013-01-27 00:00:00,2012/2013,0,2
Portugal,Portugal Liga ZON Sagres,SC Braga,SL Benfica,2013-01-26 00:00:00,2012/2013,1,2
Portugal,Portugal Liga ZON Sagres,Moreirense FC,FC Paços de Ferreira,2013-01-27 00:00:00,2012/2013,0,5
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,SC Beira Mar,2013-01-25 00:00:00,2012/2013,3,1
Portugal,Portugal Liga ZON Sagres,Estoril Praia,S.C. Olhanense,2013-01-27 00:00:00,2012/2013,3,3
Portugal,Portugal Liga ZON Sagres,Sporting CP,Vitória Guimarães,2013-01-27 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Gil Vicente FC,2013-01-28 00:00:00,2012/2013,5,0
Portugal,Portugal Liga ZON Sagres,SL Benfica,Vitória Setúbal,2013-02-03 00:00:00,2012/2013,3,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,CS Marítimo,2013-02-03 00:00:00,2012/2013,4,2
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Sporting CP,2013-02-02 00:00:00,2012/2013,2,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Estoril Praia,2013-02-05 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,FC Porto,2013-02-02 00:00:00,2012/2013,0,4
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Académica de Coimbra,2013-02-03 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,SC Braga,2013-02-03 00:00:00,2012/2013,3,3
Portugal,Portugal Liga ZON Sagres,CD Nacional,Moreirense FC,2013-02-03 00:00:00,2012/2013,1,2
Portugal,Portugal Liga ZON Sagres,CD Nacional,SL Benfica,2013-02-10 00:00:00,2012/2013,2,2
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Rio Ave FC,2013-02-10 00:00:00,2012/2013,1,2
Portugal,Portugal Liga ZON Sagres,Sporting CP,CS Marítimo,2013-02-10 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,SC Braga,FC Paços de Ferreira,2013-02-11 00:00:00,2012/2013,2,3
Portugal,Portugal Liga ZON Sagres,Moreirense FC,SC Beira Mar,2013-02-10 00:00:00,2012/2013,3,0
Portugal,Portugal Liga ZON Sagres,FC Porto,S.C. Olhanense,2013-02-10 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,Estoril Praia,Vitória Guimarães,2013-02-09 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,Gil Vicente FC,2013-02-10 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,Vitória Setúbal,2013-02-17 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,CD Nacional,2013-02-17 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,Sporting CP,2013-02-16 00:00:00,2012/2013,2,3
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Estoril Praia,2013-02-17 00:00:00,2012/2013,2,1
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,FC Porto,2013-02-15 00:00:00,2012/2013,0,2
Portugal,Portugal Liga ZON Sagres,SL Benfica,Académica de Coimbra,2013-02-17 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,SC Braga,2013-02-18 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Moreirense FC,2013-02-17 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,SL Benfica,2012-08-26 00:00:00,2012/2013,0,5
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Gil Vicente FC,2012-08-26 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,Sporting CP,Rio Ave FC,2012-08-27 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,Estoril Praia,FC Paços de Ferreira,2012-08-26 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Vitória Guimarães,2012-08-25 00:00:00,2012/2013,4,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,S.C. Olhanense,2012-08-24 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,SC Braga,SC Beira Mar,2012-08-25 00:00:00,2012/2013,3,1
Portugal,Portugal Liga ZON Sagres,Moreirense FC,CD Nacional,2012-08-26 00:00:00,2012/2013,3,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Rio Ave FC,2013-02-23 00:00:00,2012/2013,2,1
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,CS Marítimo,2013-02-25 00:00:00,2012/2013,2,3
Portugal,Portugal Liga ZON Sagres,Estoril Praia,Sporting CP,2013-02-22 00:00:00,2012/2013,3,1
Portugal,Portugal Liga ZON Sagres,SL Benfica,FC Paços de Ferreira,2013-02-24 00:00:00,2012/2013,3,0
Portugal,Portugal Liga ZON Sagres,Vitória Setúbal,SC Beira Mar,2013-02-23 00:00:00,2012/2013,1,0
Portugal,Portugal Liga ZON Sagres,CD Nacional,S.C. Olhanense,2013-02-24 00:00:00,2012/2013,3,1
Portugal,Portugal Liga ZON Sagres,SC Braga,Vitória Guimarães,2013-02-23 00:00:00,2012/2013,3,2
Portugal,Portugal Liga ZON Sagres,Moreirense FC,Gil Vicente FC,2013-02-24 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,Vitória Setúbal,2013-03-02 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,Gil Vicente FC,CD Nacional,2013-03-03 00:00:00,2012/2013,1,2
Portugal,Portugal Liga ZON Sagres,SC Beira Mar,SL Benfica,2013-03-03 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,Rio Ave FC,Estoril Praia,2013-03-03 00:00:00,2012/2013,0,2
Portugal,Portugal Liga ZON Sagres,Sporting CP,FC Porto,2013-03-02 00:00:00,2012/2013,0,0
Portugal,Portugal Liga ZON Sagres,Vitória Guimarães,Académica de Coimbra,2013-03-04 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,S.C. Olhanense,SC Braga,2013-03-04 00:00:00,2012/2013,0,1
Portugal,Portugal Liga ZON Sagres,CS Marítimo,Moreirense FC,2013-03-03 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,CD Nacional,Rio Ave FC,2013-03-10 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,SC Braga,CS Marítimo,2013-03-09 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,Académica de Coimbra,Sporting CP,2013-03-09 00:00:00,2012/2013,1,1
Portugal,Portugal Liga ZON Sagres,FC Porto,Estoril Praia,2013-03-08 00:00:00,2012/2013,2,0
Portugal,Portugal Liga ZON Sagres,FC Paços de Ferreira,SC Beira Mar,2013-03-10 00:00:00,2012/2013,1,1
